"links","datetime","rssid","rsstopic","date","downloaded"
"https://www.spiegel.de/politik/deutschland/bundestagswahl-2021-so-beurteilt-die-fdp-das-ergebnis-a-b740e613-5c7d-49bb-b9be-787b474c5c39#ref=rss","2021-09-27 15:25:02","spiegel_rsspolitik_2021-09-27_15_25_02","Spiegel_Politik","2021-09-27",1
"https://www.spiegel.de/wirtschaft/ber-bittet-um-finanzhilfen-bund-reagiert-zoegerlich-a-a106d876-d347-47ef-aed5-f9a6cb87e7ca#ref=rss","2021-11-01 16:26:02","spiegel_rssschlagz_2021-11-01_16_26_02","Spiegel_Schlagzeilen","2021-11-01",1
"https://www.rtl.de/cms/7-tage-wettertrend-nach-sturm-mehr-sonne-gewitter-am-sonntag-laeuten-den-herbst-ein-4452543.html","2021-09-24 02:00:02","RTL_News_2021-09-24_02_00_02","RTL_News","2021-09-24",1
"https://www.spiegel.de/netzwelt/netzpolitik/facebook-im-zuge-der-giphy-uebernahme-zu-fast-60-millionen-euro-strafe-verdonnert-a-eb7ce424-e755-4e8d-916d-d910fff473ce#ref=rss","2021-10-20 14:26:02","spiegel_rssschlagz_2021-10-20_14_26_02","Spiegel_Schlagzeilen","2021-10-20",1
"https://www.spiegel.de/politik/deutschland/merkels-einheitsrede-die-persoenlichen-momente-ballast-der-ddr-biografie-angelernte-bundesdeutsche-a-83a5e87b-8b8c-41ae-8494-8355e8e50d2c#ref=rss","2021-10-03 15:25:02","spiegel_rsspolitik_2021-10-03_15_25_02","Spiegel_Politik","2021-10-03",1
"https://www.zdf.de/nachrichten/heute-sendungen/nasa-sonde-jupiter-video-100.html","2021-10-29 15:07:02","ZDF_2021-10-29_15_07_02","ZDF_Standard","2021-10-29",1
"https://www.tagesschau.de/wirtschaft/weltwirtschaft/china-immobilienmarkt-101.html","2021-10-12 01:15:02","ARD_Ausland_2021-10-12_01_15_02","ARD_Ausland","2021-10-12",1
"https://www.stern.de/gesellschaft/regional/in-der-laenderspielpause--viktoria-testet-bei-dynamo-dresden-30788670.html?utm_campaign=alle-nachrichten&utm_medium=rss-feed&utm_source=standard","2021-09-30 11:08:02","stern_rssnews_2021-09-30_11_08_02","Stern_News","2021-09-30",1
"https://www.spiegel.de/panorama/leute/daniel-craig-weint-am-letzten-drehtag-a-5c629102-c373-4b33-8886-b287ff15065b#ref=rss","2021-09-28 10:26:02","spiegel_rssschlagz_2021-09-28_10_26_02","Spiegel_Schlagzeilen","2021-09-28",1
"https://www.stern.de/lifestyle/leute/jonah-hill--schauspiel-star-will-keine-kommentare-zu-seinem-koerper-mehr-hoeren-30829502.html?utm_campaign=alle-nachrichten&utm_medium=rss-feed&utm_source=standard","2021-10-14 17:08:02","stern_rssnews_2021-10-14_17_08_02","Stern_News","2021-10-14",1
"https://www.welt.de/vermischtes/live230889917/Corona-aktuell-Widerstand-in-der-Union-gegen-Verlaengerung-der-epidemischen-Lage.html","2021-08-25 16:03:02","WELT_News_2021-08-25_16_03_02","WELT_News","2021-08-25",1
"https://www.zdf.de/nachrichten/heute-sendungen/uganda-anschlag-video-100.html","2021-11-17 08:30:04","ZDF_2021-11-17_08_30_04","ZDF_Standard","2021-11-17",1
"https://www.spiegel.de/politik/deutschland/koalitionsverhandlungen-achtung-rote-ampel-a-7b36f09d-fb40-4be0-a168-942d6436b784#ref=rss","2021-10-06 22:30:02","spiegel_rsspolitik_2021-10-06_22_30_02","Spiegel_Politik","2021-10-06",1
"https://www.zdf.de/nachrichten/zdf-morgenmagazin/buyx-corona-zwei-moegliche-loesungen-pandemie-ethikrat-100.html","2021-11-30 15:07:02","ZDF_2021-11-30_15_07_02","ZDF_Standard","2021-11-30",1
"https://www.spiegel.de/partnerschaft/kein-sex-ist-das-ein-trennungsgrund-das-sagen-experten-und-betroffene-a-be6c725f-d1a0-4cd3-9a30-3e6e432c164d#ref=rss","2021-09-28 17:26:02","spiegel_rssschlagz_2021-09-28_17_26_02","Spiegel_Schlagzeilen","2021-09-28",1
"https://www.stern.de/panorama/weltgeschehen/news-heute--who-fuerchtet-mehr-als-200-000-neue-corona-tote-in-europa-30694118.html?utm_campaign=alle-nachrichten&utm_medium=rss-feed&utm_source=standard","2021-08-30 12:55:07","stern_rssnews_2021-08-30_12_55_07","Stern_News","2021-08-30",1
"https://www.rtl.de/cms/corona-zahlen-steigen-alarmstufe-rot-in-den-niederlanden-erneut-maskenpflicht-4859082.html","2021-11-03 04:10:02","RTL_PolitikAusland_2021-11-03_04_10_02","RTL_PolitikAusland","2021-11-03",1
